Significance Analysis of Microarrays by gene																			
Gene Name	Differentiated			Immunoreactive			Mesenchymal			Proliferative			Chromosome name	Band	Description				
LPA	0,0435	1,0019	33,3668	-1,2215	0,9486	13,0283	-1,3539	0,9458	3,2152	2,3926	1,0984	0,2958	6	q26	"Apolipoprotein(a) precursor (EC 3.4.21.-) (Apo(a)) (Lp(a)). [Source:Uniprot/SWISSPROT;Acc:P08519]"				
LPAL2	0,3283	1,0096	28,1676	-0,1599	0,9955	37,3139	-1,9491	0,9493	1,3817	1,7238	1,0451	2,6217	6	q25.3	"Apolipoprotein(a)-like protein 2 precursor (Apo(a)-like protein 2) (Lp(a)-liker protein 2) (Apolipoprotein-a-related gene C protein) (Apo(a)rg-C). [Source:Uniprot/SWISSPROT;Acc:Q16609]"				
LPGAT1	-0,2376	0,9863	28,1676	1,5483	1,089	4,2891	-0,3862	0,9798	21,5379	-0,8363	0,9585	15,204	1	q32.3	"Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 (EC 2.3.1.-). [Source:Uniprot/SWISSPROT;Acc:Q92604]"				
LPHN1	-1,4388	0,9094	4,8218	-1,3065	0,9208	9,5943	0,0899	1,0054	21,5379	2,3833	1,1468	0,2958	19	p13.12	"Latrophilin-1 precursor (Calcium-independent alpha-latrotoxin receptor 1) (Lectomedin-2). [Source:Uniprot/SWISSPROT;Acc:O94910]"				
LPHN2	-4,7219	0,5695	0	-1,6705	0,8226	4,2891	2,0841	1,2611	1,3817	3,6201	1,4658	0	1	p31.1	"Latrophilin-2 precursor (Calcium-independent alpha-latrotoxin receptor 2) (Latrophilin homolog 1) (Lectomedin-1). [Source:Uniprot/SWISSPROT;Acc:O95490]"				
LPHN3	-3,5683	0,7123	0	-2,8685	0,7692	0,3348	1,4964	1,1406	6,1022	4,3486	1,4323	0	4	q13.1	"Latrophilin-3 precursor (Calcium-independent alpha-latrotoxin receptor 3) (Lectomedin-3). [Source:Uniprot/SWISSPROT;Acc:Q9HAR2]"				
LPIN1	1,3032	1,0741	8,9075	1,4449	1,0787	6,6672	-1,1139	0,9457	6,1022	-1,3968	0,935	6,6307	2	p25.1	"Lipin-1. [Source:Uniprot/SWISSPROT;Acc:Q14693]"				
LPIN2	-1,0345	0,9516	11,2803	0,0498	1,0022	38,7936	-1,0326	0,9558	6,1022	1,857	1,0807	1,4298	18	p11.31	"Lipin-2. [Source:Uniprot/SWISSPROT;Acc:Q92539]"				
LPL	-3,4194	0,6991	0	-1,3658	0,8707	9,5943	6,997	1,8948	0	-2,134	0,8208	0,6935	8	p21.3	"Lipoprotein lipase precursor (EC 3.1.1.34) (LPL). [Source:Uniprot/SWISSPROT;Acc:P06858]"				
LPO	1,6846	1,0847	4,8218	1,6277	1,078	4,2891	-3,1309	0,8722	0,0249	0,0053	1,0002	26,223	17	q22	"Lactoperoxidase precursor (EC 1.11.1.7) (LPO) (Salivary peroxidase) (SPO). [Source:Uniprot/SWISSPROT;Acc:P22079]"				
LPP	0,5396	1,0259	24,09	-3,297	0,8629	0,0467	3,4294	1,1573	0	-0,7323	0,97	15,204	3	q28	"Lipoma-preferred partner (LIM domain-containing preferred translocation partner in lipoma). [Source:Uniprot/SWISSPROT;Acc:Q93052]"				
LPPR2	1,3311	1,0504	8,9075	-3,3279	0,8902	0,0467	3,9594	1,14	0	-1,8831	0,9409	1,4298	0	0	0				
LPPR4	-4,6932	0,6349	0	-2,3136	0,8035	1,4462	17,9465	3,3201	0	-6,9681	0,5641	0	0	0	0				
LPXN	-2,6704	0,8363	0,1677	10,7093	1,8304	0	4,3581	1,2996	0	-12,253	0,5425	0	11	q12.1	"Leupaxin. [Source:Uniprot/SWISSPROT;Acc:O60711]"				
LRAP	0,4541	1,0539	26,2979	3,3331	1,4392	0,0187	2,4357	1,2912	0,4599	-5,9859	0,5592	0	5	q15	"Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte- derived arginine aminopeptidase) (L-RAP). [Source:Uniprot/SWISSPROT;Acc:Q6P179]"				
LRAT	-0,8008	0,9458	13,9168	-2,2173	0,8637	1,4462	-3,4565	0,8058	0,0249	6,2921	1,4395	0	4	q32.1	"Lecithin retinol acyltransferase (EC 2.3.1.135) (Phosphatidylcholine-- retinol O-acyltransferase). [Source:Uniprot/SWISSPROT;Acc:O95237]"				
LRBA	0,064	1,0035	33,1554	-0,4271	0,9776	30,6701	-0,7256	0,964	13,23	1,0319	1,0511	9,2746	4	q31.3	"Lipopolysaccharide-responsive and beige-like anchor protein (CDC4-like protein) (Beige-like protein). [Source:Uniprot/SWISSPROT;Acc:P50851]"				
LRCH1	1,0139	1,0483	13,9168	-3,7785	0,8475	0,0187	4,2471	1,193	0	-1,4693	0,9418	4,3519	13	q14.13	"Leucine-rich repeat and calponin homology domain-containing protein 1 (Calponin homology domain-containing protein 1) (Neuronal protein 81) (NP81). [Source:Uniprot/SWISSPROT;Acc:Q9Y2L9]"				
LRDD	1,1891	1,0496	11,2803	-0,9775	0,9625	16,7477	-2,4825	0,9123	0,4599	2,2293	1,0824	0,6935	11	p15.5	"Leucine-rich repeat and death domain-containing protein (p53-induced protein with a death domain). [Source:Uniprot/SWISSPROT;Acc:Q9HB75]"				
LRFN3	-2,0439	0,9101	1,216	-1,9297	0,9184	2,5859	1,8795	1,0822	3,2152	1,7539	1,0734	1,4298	19	q13.12	"Leucine-rich repeat and fibronectin type-III domain-containing protein 3 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9BTN0]"				
LRFN4	4,8412	1,2902	0	0,884	1,0469	16,7477	-2,1378	0,9	0,4599	-2,9168	0,8717	0,0325	11	q13.1	"Leucine-rich repeat and fibronectin type-III domain-containing protein 4 precursor. [Source:Uniprot/SWISSPROT;Acc:Q6PJG9]"				
LRIG1	1,0092	1,0945	13,9168	-2,1421	0,8331	1,4462	-0,5911	0,9528	21,5379	1,6401	1,1369	2,6217	3	p14.1	"Leucine-rich repeats and immunoglobulin-like domains protein 1 precursor (LIG-1). [Source:Uniprot/SWISSPROT;Acc:Q96JA1]"				
LRIG2	-1,0362	0,9497	11,2803	-1,0116	0,9529	16,7477	-2,4896	0,8937	0,4599	4,3063	1,2013	0	1	p13.2	"Leucine-rich repeats and immunoglobulin-like domains protein 2 precursor (LIG-2). [Source:Uniprot/SWISSPROT;Acc:O94898]"				
LRIT1	1,6154	1,0738	4,8218	-0,3264	0,9862	33,3649	-2,1235	0,9182	0,4599	0,9127	1,036	9,2746	0	0	0				
LRMP	-0,228	0,9864	28,1676	5,3737	1,3458	0	1,4087	1,08	9,6877	-6,1876	0,7337	0	12	p12.1	"Lymphoid-restricted membrane protein (Protein Jaw1) [Contains: Processed lymphoid-restricted membrane protein]. [Source:Uniprot/SWISSPROT;Acc:Q12912]"				
LRP1	-5,4955	0,7545	0	-4,8621	0,7863	0	12,0105	1,6383	0	-0,782	0,9641	15,204	12	q13.3	"Prolow-density lipoprotein receptor-related protein 1 precursor (LRP) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD91 antigen) [Contains: Low-density lipoprotein receptor- related protein 1 85 kDa subunit (LRP-85); Low-de [Source:Uniprot/SWISSPROT;Acc:Q07954]"				
LRP10	2,7982	1,1602	0,3398	2,1785	1,1175	0,7301	1,7302	1,088	3,2152	-6,3953	0,7519	0	14	q11.2	"Low-density lipoprotein receptor-related protein 10 precursor. [Source:Uniprot/SWISSPROT;Acc:Q7Z4F1]"				
LRP12	-5,3296	0,7302	0	-2,105	0,8846	2,5859	6,5937	1,4168	0	0,4378	1,0237	18,2234	8	q22.3	"Low-density lipoprotein receptor-related protein 12 precursor (Suppressor of tumorigenicity protein 7). [Source:Uniprot/SWISSPROT;Acc:Q9Y561]"				
LRP1B	0,7283	1,0602	19,2003	-0,4261	0,9677	30,6701	-1,5409	0,8934	3,2152	1,2282	1,0901	6,6307	2	q22.2	"Low-density lipoprotein receptor-related protein 1B precursor (Low- density lipoprotein receptor-related protein-deleted in tumor) (LRP- DIT). [Source:Uniprot/SWISSPROT;Acc:Q9NZR2]"				
LRP2	-1,8142	0,8078	2,0642	1,5846	1,1953	4,2891	-1,3868	0,8614	3,2152	1,4668	1,1634	4,3519	2	q31.1	"Low-density lipoprotein receptor-related protein 2 precursor (Megalin) (Glycoprotein 330) (gp330). [Source:Uniprot/SWISSPROT;Acc:P98164]"				
LRP2BP	2,7379	1,1777	0,3398	-1,9284	0,8951	2,5859	-2,5773	0,8687	0,4599	1,8408	1,1017	1,4298	4	q35.1	"LRP2-binding protein (Megalin-binding protein) (MegBP). [Source:Uniprot/SWISSPROT;Acc:Q9P2M1]"				
LRP3	-0,3169	0,9831	26,2979	-4,4048	0,8025	0	1,0462	1,0524	13,23	3,2543	1,1625	0,0073	19	q13.11	"Low-density lipoprotein receptor-related protein 3 precursor (hLRp105). [Source:Uniprot/SWISSPROT;Acc:O75074]"				
LRP4	-4,4772	0,6238	0	-6,0393	0,5506	0	-1,1643	0,8916	6,1022	11,9869	2,6339	0	11	p11.2	"Low-density lipoprotein receptor-related protein 4 precursor (Multiple epidermal growth factor-like domains 7). [Source:Uniprot/SWISSPROT;Acc:O75096]"				
LRP5	4,2627	1,2431	0	-4,6722	0,7968	0	-1,5923	0,927	3,2152	2,0454	1,0977	0,6935	11	q13.2	"Low-density lipoprotein receptor-related protein 5 precursor. [Source:Uniprot/SWISSPROT;Acc:O75197]"				
LRP5L	2,4564	1,1413	0,6697	-0,1453	0,9924	37,9611	-1,2635	0,9394	6,1022	-0,7933	0,963	15,204	22	q11.23	"Low density lipoprotein receptor-related protein 5-like protein. [Source:Uniprot/SWISSPROT;Acc:A4QPB2]"				
LRP6	-3,3514	0,8155	0	-6,0789	0,7101	0	-1,1155	0,9391	6,1022	10,5976	1,6512	0	12	p13.2	"Low-density lipoprotein receptor-related protein 6 precursor. [Source:Uniprot/SWISSPROT;Acc:O75581]"				
LRP8	2,1465	1,1743	2,0642	5,454	1,4597	0	-1,2878	0,9154	6,1022	-5,6759	0,698	0	1	p32.3	"Low-density lipoprotein receptor-related protein 8 precursor (Apolipoprotein E receptor 2). [Source:Uniprot/SWISSPROT;Acc:Q14114]"				
LRPAP1	-2,4221	0,8704	0,3398	2,219	1,1294	0,7301	0,6312	1,0337	17,6043	-0,5191	0,974	21,0108	4	p16.2	"Alpha-2-macroglobulin receptor-associated protein precursor (Alpha-2- MRAP) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP). [Source:Uniprot/SWISSPROT;Acc:P30533]"				
LRPPRC	0,2326	1,011	31,3022	-0,5579	0,975	27,6634	-1,7167	0,9287	1,3817	1,9567	1,0841	1,4298	2	p21	"Leucine-rich PPR motif-containing protein, mitochondrial precursor (130 kDa leucine-rich protein) (LRP 130) (GP130). [Source:Uniprot/SWISSPROT;Acc:P42704]"				
LRRC1	-1,9311	0,8823	1,216	-0,5141	0,9684	27,6634	-0,0685	0,9959	21,5379	2,2352	1,135	0,6935	6	p12.1	"Leucine-rich repeat-containing protein 1 (LAP and no PDZ protein) (LANO adapter protein). [Source:Uniprot/SWISSPROT;Acc:Q9BTT6]"				
LRRC14	3,0747	1,1529	0,1677	-0,219	0,9902	35,6069	-0,4043	0,9828	21,5379	-2,0834	0,9184	0,6935	8	q24.3	"Leucine-rich repeat-containing protein 14. [Source:Uniprot/SWISSPROT;Acc:Q15048]"				
LRRC15	-4,6672	0,5932	0	-4,1386	0,6405	0	23,9655	4,9104	0	-7,3091	0,5014	0	3	q29	"Leucine-rich repeat-containing protein 15 precursor (hLib). [Source:Uniprot/SWISSPROT;Acc:Q8TF66]"				
LRRC16	1,8399	1,1066	3,2175	-0,2266	0,988	35,6069	-2,026	0,9032	1,3817	0,5348	1,0262	18,2234	6	p22.2	"Leucine-rich repeat-containing protein 16A (CARMIL homolog). [Source:Uniprot/SWISSPROT;Acc:Q5VZK9]"				
LRRC17	-4,7392	0,5913	0	-5,6621	0,5523	0	9,1757	2,3766	0	1,048	1,1102	9,2746	7	q22.1	"Leucine-rich repeat-containing protein 17 precursor (p37NB). [Source:Uniprot/SWISSPROT;Acc:Q8N6Y2]"				
LRRC19	1,0324	1,0249	13,9168	-1,1773	0,9735	13,0283	-2,2865	0,9518	0,4599	2,367	1,0502	0,2958	9	p21.2	"Leucine-rich repeat-containing protein 19 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9H756]"				
LRRC2	3,8232	1,2505	0	-0,628	0,9648	24,1232	-1,774	0,9083	1,3817	-1,0176	0,9482	12,1755	3	p21.31	"Leucine-rich repeat-containing protein 2. [Source:Uniprot/SWISSPROT;Acc:Q9BYS8]"				
LRRC20	-3,6301	0,839	0	-0,8817	0,9593	20,4598	-1,7425	0,925	1,3817	5,8574	1,2728	0	10	q22.1	"Leucine-rich repeat-containing protein 20. [Source:Uniprot/SWISSPROT;Acc:Q8TCA0]"				
LRRC23	1,5546	1,1201	6,6377	-3,7048	0,7751	0,0187	-2,932	0,8239	0,1264	4,9065	1,3566	0	12	p13.31	"Leucine-rich repeat-containing protein 23 (Leucine-rich protein B7). [Source:Uniprot/SWISSPROT;Acc:Q53EV4]"				
LRRC3	2,8596	1,0813	0,3398	-1,2581	0,9673	9,5943	-2,0071	0,9508	1,3817	0,5876	1,0143	15,204	21	q22.3	"Leucine-rich repeat-containing protein 3 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9BY71]"				
LRRC31	1,2954	1,1061	8,9075	0,4579	1,0347	27,6634	-2,0551	0,8644	1,3817	0,408	1,0282	18,2234	3	q26.2	"Leucine-rich repeat-containing protein 31. [Source:Uniprot/SWISSPROT;Acc:Q6UY01]"				
LRRC32	-0,6018	0,9548	19,2003	-2,324	0,844	1,4462	5,9445	1,4897	0	-2,8392	0,8276	0,1052	11	q13.5	"Leucine-rich repeat-containing protein 32 precursor (GARP protein) (Garpin) (Glycoprotein A repetitions predominant). [Source:Uniprot/SWISSPROT;Acc:Q14392]"				
LRRC36	2,5429	1,1718	0,6697	-1,5825	0,9094	6,6672	-3,0192	0,8425	0,1264	2,1088	1,1224	0,6935	16	q22.1	"Leucine-rich repeat-containing protein 36 (ROR gamma-binding protein 70). [Source:Uniprot/SWISSPROT;Acc:Q1X8D7]"				
LRRC40	-3,3984	0,8418	0	2,8346	1,1479	0,1301	0,3266	1,0154	20,8619	0,0494	1,0022	26,223	1	p31.1	"Leucine-rich repeat-containing protein 40. [Source:Uniprot/SWISSPROT;Acc:Q9H9A6]"				
LRRC41	0,7048	1,0458	19,2003	0,2907	1,0178	30,6701	-2,4666	0,8675	0,4599	1,4667	1,0849	4,3519	1	p33	"Leucine-rich repeat-containing protein 41 (Protein Muf1). [Source:Uniprot/SWISSPROT;Acc:Q15345]"				
LRRC42	-3,4258	0,8164	0	3,5627	1,2231	0	-1,8258	0,905	1,3817	1,4932	1,0815	4,3519	1	p32.3	"Leucine-rich repeat-containing protein 42. [Source:Uniprot/SWISSPROT;Acc:Q9Y546]"				
LRRC47	-0,1156	0,9948	31,3022	-0,8034	0,9661	20,4598	-2,0705	0,9192	1,3817	2,8419	1,1166	0,1052	1	p36.32	"Leucine-rich repeat-containing protein 47. [Source:Uniprot/SWISSPROT;Acc:Q8N1G4]"				
LRRC48	2,3508	1,1627	1,216	-4,1477	0,7782	0	-2,9618	0,8413	0,1264	4,6036	1,2885	0	17	p11.2	"Leucine-rich repeat-containing protein 48. [Source:Uniprot/SWISSPROT;Acc:Q9H069]"				
LRRC49	-1,9875	0,8771	1,216	-3,2882	0,8141	0,0467	-1,8131	0,8964	1,3817	6,8257	1,4531	0	15	q23	"Leucine-rich repeat-containing protein 49 (Tubulin polyglutamylase complex subunit 4) (PGs4). [Source:Uniprot/SWISSPROT;Acc:Q8IUZ0]"				
LRRC50	4,3775	1,4275	0	-2,4074	0,8265	0,7301	-3,924	0,7462	0	2,1487	1,1687	0,6935	16	q24.1	"Leucine-rich repeat-containing protein 50. [Source:Uniprot/SWISSPROT;Acc:Q8NEP3]"				
LRRC51	2,6692	1,1699	0,3398	-0,7407	0,9588	24,1232	-3,6558	0,8231	0,0249	1,813	1,0984	1,4298	11	q13.4	"Leucine-rich repeat-containing protein 51. [Source:Uniprot/SWISSPROT;Acc:Q96E66]"				
LRRC59	-2,7665	0,8612	0,066	1,4726	1,0796	6,6672	3,0564	1,1621	0,0249	-1,8485	0,9158	1,4298	17	q21.33	"Leucine-rich repeat-containing protein 59. [Source:Uniprot/SWISSPROT;Acc:Q96AG4]"				
LRRC6	3,7057	1,3639	0	-2,5059	0,8165	0,7301	-0,7888	0,9404	9,6877	-0,1568	0,9883	25,8605	8	q24.22	"Leucine-rich repeat-containing protein 6 (Leucine-rich testis-specific protein) (Testis-specific leucine-rich repeat protein). [Source:Uniprot/SWISSPROT;Acc:Q86X45]"				
LRRC61	-1,5704	0,9209	3,2175	-3,3273	0,8479	0,0467	-2,1166	0,9039	0,4599	6,7883	1,3424	0	7	q36.1	"Leucine-rich repeat-containing protein 61. [Source:Uniprot/SWISSPROT;Acc:Q9BV99]"				
LRRC8D	0,9631	1,0487	13,9168	2,3773	1,118	0,7301	-1,9614	0,9156	1,3817	-1,1355	0,952	9,2746	1	p22.2	"Leucine-rich repeat-containing protein 8D. [Source:Uniprot/SWISSPROT;Acc:Q7L1W4]"				
LRRC8E	2,1341	1,1263	2,0642	0,6997	1,0382	20,4598	-0,232	0,9881	21,5379	-2,2929	0,8941	0,6935	19	p13.2	"Leucine-rich repeat-containing protein 8E. [Source:Uniprot/SWISSPROT;Acc:Q6NSJ5]"				
LRRFIP1	2,3716	1,1222	1,216	-1,3541	0,9386	9,5943	4,8361	1,2331	0	-5,5406	0,7959	0	2	q37.3	"Leucine-rich repeat flightless-interacting protein 1 (LRR FLII- interacting protein 1) (TAR RNA-interacting protein) (GC-binding factor 2). [Source:Uniprot/SWISSPROT;Acc:Q32MZ4]"				
LRRFIP2	3,1795	1,1546	0,066	0,8535	1,0381	16,7477	0,1609	1,0067	21,5379	-3,7553	0,8624	0	3	p22.2	"Leucine-rich repeat flightless-interacting protein 2 (LRR FLII- interacting protein 2). [Source:Uniprot/SWISSPROT;Acc:Q9Y608]"				
LRRN2	-3,0794	0,7778	0,0315	-4,1245	0,727	0	2,8418	1,2361	0,1264	3,7317	1,3036	0	1	q32.1	"Leucine-rich repeat neuronal protein 2 precursor (Leucine-rich repeat neuronal protein 5) (Glioma amplified on chromosome 1 protein). [Source:Uniprot/SWISSPROT;Acc:O75325]"				
LRRN3	-2,46	0,87	0,3398	-1,1763	0,9379	13,0283	2,3916	1,1314	0,4599	0,9393	1,0479	9,2746	7	q31.1	"Leucine-rich repeat neuronal protein 3 precursor (Neuronal leucine- rich repeat protein 3) (NLRR-3). [Source:Uniprot/SWISSPROT;Acc:Q9H3W5]"				
LRRTM2	0,3277	1,0134	28,1676	-0,3687	0,9856	33,3649	0,3611	1,0135	20,8619	-0,2955	0,9894	23,8828	5	q31.2	"Leucine-rich repeat transmembrane neuronal protein 2 precursor (Leucine-rich repeat neuronal 2 protein). [Source:Uniprot/SWISSPROT;Acc:O43300]"				
LRRTM4	-3,9814	0,7725	0	-3,9771	0,7814	0	0,8424	1,0521	16,0569	6,5231	1,4308	0	2	p12	"Leucine-rich repeat transmembrane neuronal protein 4 precursor. [Source:Uniprot/SWISSPROT;Acc:Q86VH4]"				
LRTM1	1,4208	1,0231	6,6377	-0,5947	0,9908	27,6634	-1,7182	0,9751	1,3817	0,9417	1,0133	9,2746	3	p14.3	"Leucine-rich repeat and transmembrane domain-containing protein 1 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9HBL6]"				
LSAMP	-3,1766	0,7894	0,0315	-3,7159	0,7685	0,0187	7,9857	1,6621	0	-0,9909	0,9367	12,1755	3	q13.31	"Limbic system-associated membrane protein precursor (LSAMP). [Source:Uniprot/SWISSPROT;Acc:Q13449]"				
LSG1	-2,6599	0,8677	0,1677	1,6911	1,0906	4,2891	-2,5131	0,8847	0,4599	3,198	1,1603	0,0325	3	q29	"Large subunit GTPase 1 homolog (EC 3.6.1.-) (hLsg1). [Source:Uniprot/SWISSPROT;Acc:Q9H089]"				
LSM1	-2,0602	0,8867	1,216	-1,4005	0,9246	9,5943	0,3934	1,0212	20,0349	2,7246	1,1487	0,1052	8	p12	"U6 snRNA-associated Sm-like protein LSm1 (Small nuclear ribonuclear CaSm) (Cancer-associated Sm-like). [Source:Uniprot/SWISSPROT;Acc:O15116]"				
LSM12	-3,4408	0,8611	0	2,4722	1,1091	0,3348	1,2724	1,0525	9,6877	-0,4974	0,9809	21,0108	17	q21.31	"Protein LSM12 homolog. [Source:Uniprot/SWISSPROT;Acc:Q3MHD2]"				
LSM14A	-2,1709	0,8958	0,6697	-1,8604	0,9136	4,2891	-0,2244	0,9896	21,5379	3,8805	1,185	0	19	q13.11	"LSM14 protein homolog A (Protein SCD6 homolog) (Protein FAM61A) (Putative alpha-synuclein-binding protein) (AlphaSNBP). [Source:Uniprot/SWISSPROT;Acc:Q8ND56]"				
LSM14B	-3,2061	0,8598	0,0315	-4,284	0,8261	0	-1,6059	0,9326	3,2152	9,0186	1,4054	0	20	q13.33	"LSM14 protein homolog B (Protein FAM61B). [Source:Uniprot/SWISSPROT;Acc:Q9BX40]"				
LSM2	-3,7919	0,7865	0	3,8098	1,2595	0	-3,2129	0,8297	0,0249	2,9073	1,1765	0,0325	6	p21.33	"U6 snRNA-associated Sm-like protein LSm2 (snRNP core Sm-like protein Sm-x5) (Small nuclear ribonuclear protein D homolog) (Protein G7b). [Source:Uniprot/SWISSPROT;Acc:Q9Y333]"				
LSM3	-0,4761	0,9753	21,7605	2,549	1,1352	0,3348	-2,141	0,9031	0,4599	0,1423	1,0065	26,223	3	p25.1	"U6 snRNA-associated Sm-like protein LSm3. [Source:Uniprot/SWISSPROT;Acc:P62310]"				
LSM4	-0,9849	0,9516	11,2803	1,6812	1,0841	4,2891	-4,4486	0,8193	0	3,5401	1,1661	0,0073	19	p13.11	"U6 snRNA-associated Sm-like protein LSm4 (Glycine-rich protein) (GRP). [Source:Uniprot/SWISSPROT;Acc:Q9Y4Z0]"				
LSM5	-1,9185	0,8971	1,216	0,3277	1,0179	30,6701	-2,1248	0,8962	0,4599	3,4524	1,1843	0,0073	7	p14.3	"U6 snRNA-associated Sm-like protein LSm5. [Source:Uniprot/SWISSPROT;Acc:Q9Y4Y9]"				
LSM6	-4,6689	0,78	0	4,5133	1,2586	0	-0,868	0,9575	9,6877	0,7818	1,0381	12,1755	4	q31.22	"U6 snRNA-associated Sm-like protein LSm6. [Source:Uniprot/SWISSPROT;Acc:P62312]"				
LSM7	-1,1191	0,9474	8,9075	2,0675	1,0996	1,4462	-2,9424	0,8797	0,1264	1,8927	1,0829	1,4298	0	0	0				
LSM8	-1,9954	0,8897	1,216	0,4793	1,0273	27,6634	0,9984	1,055	14,6237	0,3439	1,0178	21,0108	7	q31.31	"U6 snRNA-associated Sm-like protein LSm8. [Source:Uniprot/SWISSPROT;Acc:O95777]"				
LSP1	-0,9414	0,9553	11,2803	7,3744	1,3761	0	5,2589	1,2519	0	-12,3643	0,6442	0	11	p15.5	"Lymphocyte-specific protein 1 (Protein pp52) (52 kDa phosphoprotein) (Lymphocyte-specific antigen WP34) (47 kDa actin-binding protein). [Source:Uniprot/SWISSPROT;Acc:P33241]"				
LSR	1,8859	1,133	3,2175	-0,5576	0,9651	27,6634	-2,4994	0,8602	0,4599	1,2455	1,0751	6,6307	19	q13.12	"Lipolysis-stimulated lipoprotein receptor. [Source:Uniprot/SWISSPROT;Acc:Q86X29]"				
LSS	1,0252	1,0433	13,9168	1,243	1,0504	9,5943	1,8062	1,0703	3,2152	-3,8358	0,8724	0	21	q22.3	"Lanosterol synthase (EC 5.4.99.7) (Oxidosqualene--lanosterol cyclase) (2,3-epoxysqualene--lanosterol cyclase) (OSC). [Source:Uniprot/SWISSPROT;Acc:P48449]"				
LST1	-3,1611	0,8139	0,0315	12,0458	1,9036	0	4,2212	1,2818	0	-12,6632	0,5429	0	6	p21.33	"Leukocyte-specific transcript 1 protein (B144 protein). [Source:Uniprot/SWISSPROT;Acc:O00453]"				
LTA	1,2452	1,0421	8,9075	3,2254	1,1062	0,0187	-1,5717	0,9536	3,2152	-2,5218	0,9298	0,2958	6	p21.33	"Lymphotoxin-alpha precursor (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1). [Source:Uniprot/SWISSPROT;Acc:P01374]"				
LTA4H	-0,592	0,9658	19,2003	-1,9024	0,899	2,5859	-1,7144	0,9124	1,3817	3,9733	1,2217	0	12	q23.1	"Leukotriene A-4 hydrolase (EC 3.3.2.6) (LTA-4 hydrolase) (Leukotriene A(4) hydrolase). [Source:Uniprot/SWISSPROT;Acc:P09960]"				
LTB	-3,5805	0,6871	0	7,417	2,0276	0	2,4738	1,2695	0,4599	-5,87	0,5916	0	6	p21.33	"Lymphotoxin-beta (LT-beta) (Tumor necrosis factor C) (TNF-C) (Tumor necrosis factor ligand superfamily member 3). [Source:Uniprot/SWISSPROT;Acc:Q06643]"				
LTB4R	2,0037	1,0955	2,0642	2,501	1,1147	0,3348	-4,1898	0,8429	0	-0,0967	0,9961	26,223	14	q12	"Leukotriene B4 receptor 1 (LTB4-R 1) (P2Y purinoceptor 7) (P2Y7) (Chemoattractant receptor-like 1) (G-protein coupled receptor 16). [Source:Uniprot/SWISSPROT;Acc:Q15722]"				
LTBP1	-0,8251	0,924	13,9168	-2,1531	0,8219	1,4462	2,1807	1,2086	1,3817	0,6047	1,052	15,204	2	p22.3	"Latent-transforming growth factor beta-binding protein, isoform 1S precursor (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1). [Source:Uniprot/SWISSPROT;Acc:P22064]"				
LTBP2	-2,3791	0,8411	0,3398	-3,0447	0,8099	0,1301	10,144	1,8232	0	-3,8629	0,7841	0	14	q24.3	"Latent-transforming growth factor beta-binding protein 2 precursor (LTBP-2). [Source:Uniprot/SWISSPROT;Acc:Q14767]"				
LTBP3	2,2391	1,148	1,216	-3,8857	0,7975	0	0,3476	1,0198	20,8619	1,2095	1,0678	6,6307	11	q13.1	"Latent-transforming growth factor beta-binding protein 3 precursor (LTBP-3). [Source:Uniprot/SWISSPROT;Acc:Q9NS15]"				
LTBP4	-1,835	0,8839	2,0642	-4,6655	0,7461	0	-1,967	0,8864	1,3817	8,313	1,5703	0	19	q13.2	"Latent-transforming growth factor beta-binding protein 4 precursor (LTBP-4). [Source:Uniprot/SWISSPROT;Acc:Q8N2S1]"				
LTBR	1,9861	1,115	2,0642	-1,3678	0,9306	9,5943	0,2566	1,0129	21,5379	-0,7275	0,9655	18,2234	12	p13.31	"Tumor necrosis factor receptor superfamily member 3 precursor (Lymphotoxin-beta receptor) (Tumor necrosis factor receptor 2-related protein) (Tumor necrosis factor C receptor). [Source:Uniprot/SWISSPROT;Acc:P36941]"				
LTC4S	6,3134	1,5395	0	1,2291	1,088	9,5943	-1,5911	0,9011	3,2152	-5,023	0,7362	0	5	q35.3	"Leukotriene C4 synthase (EC 4.4.1.20) (Leukotriene-C(4) synthase) (LTC4 synthase). [Source:Uniprot/SWISSPROT;Acc:Q16873]"				
LTF	0,9847	1,1539	13,9168	2,599	1,4316	0,3348	0,4528	1,062	18,9683	-3,7207	0,6272	0	3	p21.31	"Lactotransferrin precursor (EC 3.4.21.-) (Lactoferrin) (Talalactoferrin) [Contains: Kaliocin-1; Lactoferroxin A; Lactoferroxin B; Lactoferroxin C]. [Source:Uniprot/SWISSPROT;Acc:P02788]"				
